,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,NO_MUNICIPIO_PROVA,SG_UF_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_REDACAO,Estudo_Pai,Estudo_Mãe,Profissão_Pai,Profissão_Mãe,QT_Pessoas_Moradia,Renda_Familiar,QT_Banheiros,QT_Quartos,QT_Carros,QT_Motos,QT_Geladeira,QT_Celular,QT_Computador,Acesso_Internet
2826750,2021,Entre 36 e 40 anos,M,Preta,1,concluiu,14,Não respondeu,Contagem,MG,,,,,0,,,D,D,B,B,4.0,B,B,C,A,A,B,B,A,B
2826869,2021,18 anos,F,Preta,1,cursando,0,Privada,Rio de Janeiro,RJ,0.0,,,0.0,1,,,E,E,B,D,6.0,B,B,D,B,B,B,E,B,B
2827546,2021,18 anos,M,Parda,1,concluiu,1,Não respondeu,Goiânia,GO,,,,,1,,,E,G,D,D,3.0,F,B,C,C,A,B,D,B,B
2827592,2021,Entre 26 e 30 anos,M,Branca,1,cursando,0,Pública,Currais Novos,RN,,,,,1,,,A,B,A,B,2.0,B,B,C,A,A,B,B,A,B
2827817,2021,18 anos,M,Branca,1,cursando,0,Pública,Brasília,DF,,,,,1,,,E,F,D,D,4.0,I,C,D,B,A,B,D,B,B
2828290,2021,Entre 31 e 35 anos,M,Parda,1,cursando,0,Pública,Manaus,AM,,,,,1,,,H,B,F,B,1.0,A,B,B,A,A,B,B,A,A
2829258,2021,17 anos,F,Parda,1,cursando,0,Pública,Colorado,PR,,,,,1,,,C,D,A,B,8.0,H,B,C,B,A,B,D,A,B
2831564,2021,Entre 36 e 40 anos,M,Branca,1,concluiu,0,Não respondeu,Ibirité,MG,404.5,,,401.1,1,,,E,B,C,A,4.0,H,D,D,C,A,B,D,C,B
2832807,2021,20 anos,M,Parda,1,concluiu,3,Não respondeu,Várzea Grande,MT,444.3,,,576.5,1,,,H,D,F,B,3.0,E,B,C,A,B,B,D,B,B
2833108,2021,Entre 26 e 30 anos,F,Parda,1,concluiu,12,Não respondeu,Araras,SP,,,,,0,,,H,B,F,B,5.0,C,B,C,A,A,B,C,A,B
2835861,2021,Entre 31 e 35 anos,M,Parda,1,concluiu,14,Não respondeu,Vila Velha,ES,,,,,1,,,C,F,C,E,1.0,F,B,C,B,A,B,C,A,B
2836187,2021,22 anos,F,Parda,1,concluiu,5,Não respondeu,Farias Brito,CE,,,,,0,,,B,E,A,A,5.0,B,B,B,A,A,A,A,A,B
2837338,2021,Entre 31 e 35 anos,F,Preta,1,concluiu,13,Não respondeu,Natal,RN,,,,,1,,,D,E,B,C,5.0,D,C,D,B,B,B,E,C,B
2838848,2021,Entre 51 e 55 anos,M,Parda,1,concluiu,12,Não respondeu,Tietê,SP,,,,,1,,,C,C,F,F,3.0,D,C,D,B,B,B,C,B,B
2839916,2021,17 anos,M,Parda,1,cursando,0,Não respondeu,Tangará da Serra,MT,,,,,0,,,D,F,C,C,5.0,I,C,D,B,A,C,E,C,B
2839927,2021,18 anos,M,Parda,1,cursando,0,Pública,Coração de Jesus,MG,,,,,0,,,E,E,B,B,4.0,D,B,D,B,A,B,D,B,B
2839928,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,João Pessoa,PB,,,,,0,,,B,G,D,D,5.0,H,E,E,D,A,B,E,D,B
2840129,2021,23 anos,M,Preta,1,concluiu,6,Não respondeu,Itapevi,SP,,,,,0,,,E,E,B,F,4.0,G,B,D,B,A,B,E,B,B
2841242,2021,18 anos,F,Parda,1,concluiu,1,Não respondeu,Araçuaí,MG,,,,,1,,,E,E,A,A,4.0,B,B,C,A,B,B,D,B,B
2841541,2021,19 anos,M,Branca,1,concluiu,2,Não respondeu,Londrina,PR,,,,,0,,,D,F,C,D,5.0,G,C,D,A,A,B,D,B,B
2843761,2021,23 anos,F,Branca,1,concluiu,5,Não respondeu,Guarapuava,PR,,,,,1,,,B,B,B,B,3.0,E,B,D,A,A,B,D,B,B
2845449,2021,20 anos,M,Parda,1,concluiu,3,Não respondeu,Açu,RN,,,,,0,,,B,D,B,B,4.0,C,D,D,B,C,B,E,B,B
2846131,2021,Entre 26 e 30 anos,M,Preta,1,concluiu,0,Não respondeu,Foz do Iguaçu,PR,,,,,1,,,C,E,C,D,2.0,D,B,C,B,B,B,A,B,B
2846717,2021,Entre 26 e 30 anos,M,Parda,1,concluiu,9,Não respondeu,Indaiatuba,SP,,,,,1,,,C,B,B,B,4.0,D,B,B,A,A,B,B,A,B
2847819,2021,Entre 31 e 35 anos,F,Parda,1,concluiu,1,Não respondeu,Belém,PA,,,,,0,,,A,B,B,B,3.0,B,B,D,A,A,B,B,A,B
2848641,2021,23 anos,M,Parda,1,concluiu,3,Não respondeu,Porto Nacional,TO,,,,,0,,,D,E,C,C,4.0,D,B,C,A,B,B,B,A,B
2848839,2021,17 anos,M,Parda,1,cursando,0,Pública,Joinville,SC,532.3,,,556.1,0,,,E,E,C,D,4.0,D,C,C,B,A,B,B,B,B
2849014,2021,19 anos,F,Branca,1,cursando,0,Privada,Belo Horizonte,MG,,,,,0,,,G,G,E,E,3.0,Q,E,E,C,B,B,D,D,B
2849036,2021,18 anos,M,Parda,1,cursando,0,Pública,São José dos Pinhais,PR,,,,,0,,,G,G,F,B,4.0,F,B,C,B,A,B,C,A,B
2855382,2021,22 anos,M,Parda,1,concluiu,4,Não respondeu,Belém,PA,,,,,1,,,F,E,D,C,5.0,D,B,D,B,A,B,C,B,A
2855567,2021,Entre 41 e 45 anos,F,Branca,1,concluiu,15,Não respondeu,Campina Grande,PB,,,,,0,,,C,F,C,D,4.0,F,C,D,B,A,B,E,D,B
2856238,2021,Menor de 17 anos,M,Branca,1,cursando,0,Não respondeu,Ipatinga,MG,,,,,0,,,G,F,E,D,4.0,H,C,D,B,A,B,E,C,B
2856941,2021,18 anos,M,Branca,1,cursando,0,Pública,Campo Grande,MS,,,,,0,,,H,H,F,F,6.0,Q,E,E,E,E,E,A,A,B
2859361,2021,21 anos,F,Parda,1,concluiu,3,Não respondeu,Brasília,DF,478.2,,,445.4,1,,,C,C,C,B,5.0,B,B,D,A,A,B,E,B,B
2859582,2021,19 anos,F,Preta,1,cursando,0,Pública,Feira de Santana,BA,,,,,1,,,E,E,C,B,3.0,B,B,B,A,A,B,A,A,B
2859670,2021,Menor de 17 anos,M,Branca,1,cursando,0,Não respondeu,Teresina,PI,,,,,0,,,F,G,D,D,3.0,L,B,C,B,A,B,D,B,B
2860407,2021,17 anos,F,Branca,1,cursando,0,Pública,Ibititá,BA,,,,,1,,,D,D,B,B,4.0,D,B,C,B,B,B,D,A,B
2861293,2021,18 anos,M,Branca,1,cursando,0,Privada,Porto Alegre,RS,,,,,0,,,F,G,E,E,3.0,K,B,C,C,A,B,D,C,B
2861979,2021,23 anos,M,Branca,1,concluiu,6,Não respondeu,Belo Horizonte,MG,,,,,0,,,E,E,D,D,4.0,L,C,D,C,A,B,E,C,B
2862300,2021,17 anos,M,Preta,1,cursando,0,Pública,Salvador,BA,,,,,0,,,E,C,D,F,4.0,I,B,C,B,A,B,E,B,B
2863207,2021,21 anos,M,Branca,1,concluiu,3,Não respondeu,Rio de Janeiro,RJ,,,,,1,,,B,E,C,B,4.0,F,B,C,B,A,B,E,B,B
2863806,2021,23 anos,M,Branca,1,concluiu,4,Não respondeu,Duque de Caxias,RJ,,,,,0,,,D,D,B,B,2.0,A,C,C,A,A,B,C,B,B
2863860,2021,Entre 41 e 45 anos,F,Branca,1,concluiu,15,Não respondeu,Indaiatuba,SP,,,,,1,,,B,E,C,D,5.0,G,B,C,B,B,B,E,A,B
2864382,2021,Menor de 17 anos,M,Branca,1,cursando,0,Não respondeu,Itupeva,SP,,,,,0,,,F,G,D,D,4.0,J,D,D,C,A,C,D,C,B
2866323,2021,17 anos,F,Branca,1,cursando,0,Não respondeu,Primavera do Leste,MT,426.1,,,522.1,0,,,B,E,B,B,5.0,E,B,C,B,C,B,E,B,B
2866592,2021,23 anos,M,Branca,1,concluiu,4,Não respondeu,São José dos Pinhais,PR,595.3,,,640.5,0,,,F,E,C,D,4.0,K,E,D,B,B,C,E,C,B
2866803,2021,17 anos,M,Branca,1,cursando,0,Não respondeu,Nova Friburgo,RJ,,,,,0,,,E,E,D,D,4.0,L,C,D,B,A,C,D,C,B
2867038,2021,18 anos,M,Branca,1,cursando,0,Não respondeu,Belém,PA,421.1,,,424.0,1,,,E,G,D,D,4.0,O,B,C,B,B,B,E,B,B
2867050,2021,Entre 31 e 35 anos,M,Branca,1,concluiu,13,Não respondeu,Crato,CE,,,,,0,,,E,F,D,D,4.0,H,D,E,C,A,B,E,D,B
2867692,2021,Entre 31 e 35 anos,M,Parda,1,concluiu,15,Não respondeu,Catanduva,SP,,,,,1,,,B,E,C,C,3.0,D,B,C,B,A,B,D,A,B
2869028,2021,18 anos,F,Branca,1,cursando,0,Pública,Diadema,SP,,,,,0,,,D,E,C,B,4.0,C,B,C,B,A,B,D,B,B
2870580,2021,20 anos,M,Branca,1,concluiu,2,Não respondeu,Aracaju,SE,,,,,1,,,E,E,C,F,5.0,O,E,E,B,B,B,E,B,B
2871062,2021,19 anos,F,Branca,1,concluiu,1,Não respondeu,Jandaia do Sul,PR,,,,,1,,,E,E,D,D,3.0,B,B,C,A,A,B,C,A,B
2871471,2021,24 anos,M,Não declarado,1,concluiu,3,Não respondeu,Lapa,PR,,,,,0,,,B,E,C,D,2.0,H,C,D,B,A,B,D,B,B
2871564,2021,18 anos,F,Branca,1,cursando,0,Pública,Joinville,SC,,,,,0,,,G,G,D,D,4.0,O,C,C,B,A,B,E,B,B
2872010,2021,Menor de 17 anos,F,Parda,1,cursando,0,Não respondeu,São Sebastião do Passé,BA,,,,,0,,,F,G,C,D,4.0,E,C,D,B,A,B,E,B,B
2872374,2021,Menor de 17 anos,M,Branca,1,cursando,0,Não respondeu,Divinópolis,MG,489.0,,,527.0,0,,,D,D,B,B,4.0,F,D,E,B,A,C,D,B,B
2873274,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,São Paulo,SP,,,,,0,,,G,E,E,F,7.0,I,E,E,C,A,B,E,D,B
2873643,2021,Entre 41 e 45 anos,F,Preta,1,concluiu,15,Não respondeu,Manaus,AM,,,,,0,,,C,D,F,B,5.0,C,B,D,B,A,B,D,B,B
2875111,2021,Menor de 17 anos,F,Parda,1,cursando,0,Não respondeu,Recife,PE,,,,,1,,,E,E,B,E,4.0,B,B,C,A,A,B,C,B,B
2875464,2021,22 anos,M,Branca,1,concluiu,4,Não respondeu,Uberlândia,MG,,,,,0,,,D,E,E,C,2.0,C,B,C,A,A,B,B,B,B
2876085,2021,19 anos,F,Preta,1,concluiu,2,Não respondeu,Recife,PE,,,,,0,,,H,E,F,B,3.0,C,B,C,A,A,B,C,A,B
2877779,2021,18 anos,F,Preta,1,cursando,0,Pública,Camamu,BA,,,,,0,,,B,B,B,B,6.0,C,B,E,A,B,B,E,A,B
2878676,2021,Entre 41 e 45 anos,F,Preta,1,concluiu,15,Não respondeu,Imperatriz,MA,,,,,1,,,H,A,A,B,6.0,B,C,E,B,B,B,E,A,B
2879536,2021,21 anos,F,Parda,1,concluiu,0,Não respondeu,Valparaíso de Goiás,GO,,,,,1,,,E,E,B,B,2.0,D,B,C,B,A,B,C,B,B
2880605,2021,19 anos,F,Parda,1,concluiu,2,Não respondeu,Belo Horizonte,MG,,,,,0,,,F,F,D,D,2.0,G,B,C,A,A,B,C,B,B
2880787,2021,25 anos,M,Preta,1,concluiu,0,Não respondeu,Cuiabá,MT,,,,,1,,,F,F,B,D,4.0,E,B,D,A,B,B,B,B,B
2880844,2021,17 anos,F,Branca,1,cursando,0,Pública,Maringá,PR,,,,,1,,,D,F,B,D,3.0,H,C,C,B,A,B,C,A,B
2881596,2021,19 anos,M,Parda,1,cursando,0,Pública,Juazeiro,BA,,,,,0,,,E,D,C,C,5.0,C,C,D,B,A,B,E,A,B
2881714,2021,Entre 36 e 40 anos,M,Branca,1,concluiu,15,Não respondeu,Rio de Janeiro,RJ,,,,,0,,,F,E,D,D,1.0,M,B,C,B,A,B,B,C,B
2882532,2021,18 anos,M,Parda,1,cursando,0,Pública,Brasília,DF,,,,,0,,,E,F,F,F,4.0,D,B,C,B,A,B,B,B,B
2883175,2021,17 anos,M,Branca,1,cursando,0,Não respondeu,Coruripe,AL,,,,,0,,,E,E,B,D,2.0,B,B,C,B,B,B,B,A,B
2884456,2021,Entre 36 e 40 anos,F,Preta,1,concluiu,15,Não respondeu,São Luís,MA,,,,,1,,,E,D,B,B,6.0,B,B,C,A,A,B,C,A,B
2886405,2021,18 anos,M,Parda,1,cursando,0,Pública,Macapá,AP,,,,,0,,,E,E,D,B,3.0,D,B,D,B,A,B,D,B,B
2887389,2021,Entre 36 e 40 anos,F,Branca,1,concluiu,0,Não respondeu,Fortaleza,CE,,,,,1,,,H,E,C,D,7.0,F,C,C,A,A,B,D,A,B
2888188,2021,18 anos,M,Branca,1,cursando,0,Pública,Auriflama,SP,,,,,0,,,D,C,C,F,2.0,B,B,D,A,A,B,C,A,B
2888839,2021,18 anos,F,Parda,1,cursando,0,Pública,Cacimba de Dentro,PB,,,,,1,,,B,B,B,A,3.0,B,B,C,A,A,B,B,A,B
2889288,2021,17 anos,M,Parda,1,cursando,0,Pública,São Paulo,SP,,,,,0,,,E,E,B,D,4.0,D,B,C,B,A,B,B,A,B
2890315,2021,18 anos,M,Parda,1,cursando,0,Pública,Manaus,AM,,,,,0,,,F,E,B,B,4.0,B,B,C,A,A,B,C,A,B
2890741,2021,21 anos,F,Parda,1,cursando,0,Pública,Maruim,SE,,,,,1,,,C,D,C,B,5.0,D,B,C,B,A,B,C,A,B
2892419,2021,18 anos,F,Branca,1,cursando,0,Pública,Lavras,MG,,,,,0,,,G,E,F,B,3.0,D,B,C,B,A,B,D,A,B
2892543,2021,21 anos,M,Branca,1,concluiu,3,Não respondeu,Rio de Janeiro,RJ,,,,,0,,,F,E,D,A,4.0,I,D,D,B,A,B,E,C,B
2892639,2021,18 anos,F,Branca,1,cursando,0,Pública,Chapada dos Guimarães,MT,,,,,0,,,E,E,F,F,4.0,D,B,C,B,A,B,E,A,B
2893968,2021,Menor de 17 anos,M,Parda,1,cursando,0,Não respondeu,Fortaleza,CE,,,,,0,,,G,G,D,D,4.0,F,D,E,C,A,B,E,E,B
2894097,2021,Entre 51 e 55 anos,F,Branca,1,concluiu,8,Não respondeu,Delmiro Gouveia,AL,,,,,1,,,A,A,A,A,2.0,A,B,C,A,A,B,B,A,A
2894182,2021,19 anos,F,Preta,1,concluiu,2,Não respondeu,São Paulo,SP,,,,,0,,,H,G,F,D,3.0,I,B,D,B,A,B,D,B,B
2895091,2021,17 anos,F,Branca,1,cursando,0,Pública,Presidente Prudente,SP,494.8,,,400.9,0,,,E,E,B,B,4.0,C,B,D,B,A,B,D,A,B
2895361,2021,18 anos,F,Parda,1,concluiu,1,Não respondeu,Paço do Lumiar,MA,,,,,0,,,B,F,B,B,5.0,C,B,C,B,A,B,D,B,B
2895538,2021,24 anos,F,Branca,1,concluiu,6,Não respondeu,Divinópolis,MG,,,,,1,,,D,E,D,D,3.0,C,B,C,B,B,B,D,A,B
2896068,2021,18 anos,F,Parda,1,cursando,0,Pública,Colombo,PR,,,,,0,,,B,C,B,B,3.0,C,B,C,B,A,B,D,B,B
2896694,2021,18 anos,M,Branca,1,cursando,0,Pública,Rondonópolis,MT,,,,,1,,,B,D,F,B,5.0,G,B,D,A,A,B,D,A,B
2897184,2021,17 anos,F,Branca,1,cursando,0,Privada,Angra dos Reis,RJ,,,,,0,,,E,F,B,B,3.0,C,C,D,B,A,B,D,C,B
2897560,2021,18 anos,M,Branca,1,cursando,0,Não respondeu,Teresina,PI,,,,,1,,,D,E,A,D,5.0,C,B,D,A,B,B,E,A,B
2898038,2021,18 anos,F,Parda,1,cursando,0,Pública,Nova Xavantina,MT,,,,,1,,,E,E,A,A,8.0,C,B,E,B,C,B,A,A,B
2898277,2021,19 anos,F,Branca,1,concluiu,1,Não respondeu,São José dos Pinhais,PR,,,,,0,,,G,G,D,B,6.0,C,C,D,C,C,B,E,B,B
2899857,2021,Entre 26 e 30 anos,F,Parda,1,concluiu,11,Não respondeu,Recife,PE,,,,,1,,,A,A,A,A,2.0,A,A,A,A,A,A,A,A,A
2900381,2021,19 anos,F,Preta,1,cursando,0,Pública,São Luís,MA,,,,,1,,,C,E,B,B,4.0,B,B,B,A,A,B,C,A,B
2901225,2021,18 anos,M,Parda,1,cursando,0,Pública,Brasília,DF,573.2,,,607.9,0,,,E,F,F,B,3.0,B,C,D,A,A,C,D,B,B
2901523,2021,18 anos,M,Branca,1,cursando,0,Pública,Campo Bom,RS,,,,,1,,,B,C,D,C,3.0,E,B,C,B,B,B,D,B,B
2902580,2021,17 anos,M,Parda,1,cursando,0,Pública,São Raimundo das Mangabeiras,MA,,,,,0,,,D,D,B,B,5.0,H,B,C,A,C,B,C,A,B
2902603,2021,Entre 26 e 30 anos,F,Não declarado,1,concluiu,10,Não respondeu,São Gonçalo,RJ,,,,,0,,,E,B,B,B,2.0,E,D,D,B,A,B,C,B,B
2903370,2021,22 anos,F,Parda,1,concluiu,2,Não respondeu,Valença do Piauí,PI,,,,,0,,,D,E,B,B,4.0,B,B,C,A,A,B,D,A,B
2903826,2021,18 anos,M,Branca,1,cursando,0,Privada,São Paulo,SP,,,,,0,,,F,E,E,B,2.0,E,B,C,A,A,B,C,B,B
2904087,2021,Entre 26 e 30 anos,M,Parda,1,concluiu,0,Não respondeu,Bom Jesus,PI,,,,,1,,,B,B,A,A,1.0,B,B,C,A,A,B,B,A,B
2904628,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,Cotia,SP,,,,,0,,,G,F,E,D,4.0,K,D,D,C,A,B,E,C,B
2905800,2021,18 anos,M,Branca,1,cursando,0,Pública,Pau dos Ferros,RN,,,,,0,,,B,E,A,B,5.0,D,C,D,B,B,B,D,B,B
2906351,2021,19 anos,M,Parda,1,concluiu,2,Não respondeu,Parnamirim,RN,,,,,1,,,E,E,A,B,4.0,B,B,D,B,A,B,C,A,B
2907184,2021,Menor de 17 anos,F,Parda,1,cursando,0,Não respondeu,Arujá,SP,,,,,1,,,F,F,D,D,4.0,D,E,D,B,A,B,E,B,B
2907565,2021,Menor de 17 anos,M,Branca,1,cursando,0,Não respondeu,São Paulo,SP,565.6,,,794.0,0,,,G,G,D,E,3.0,P,D,D,C,A,B,E,C,B
2907633,2021,Menor de 17 anos,M,Branca,1,cursando,0,Não respondeu,São Paulo,SP,,,,,0,,,F,F,E,E,4.0,N,E,D,C,A,B,E,C,B
2908120,2021,18 anos,M,Parda,1,cursando,0,Pública,Vespasiano,MG,,,,,0,,,E,E,C,B,4.0,E,C,D,B,A,B,D,B,B
2911065,2021,Menor de 17 anos,M,Branca,1,cursando,0,Não respondeu,Votuporanga,SP,566.4,,,667.2,0,,,E,F,C,B,5.0,G,C,D,C,A,B,D,B,B
2913609,2021,17 anos,F,Branca,1,cursando,0,Pública,Presidente Prudente,SP,,,,,1,,,B,E,B,B,3.0,A,B,C,A,A,B,B,A,B
2914548,2021,17 anos,M,Parda,1,cursando,0,Pública,Poço Redondo,SE,,,,,1,,,C,F,A,D,4.0,F,C,E,B,B,B,D,B,B
2914753,2021,17 anos,F,Preta,1,cursando,0,Pública,Franca,SP,,,,,0,,,D,D,C,D,5.0,B,B,C,B,A,B,C,B,A
2915396,2021,22 anos,F,Branca,1,concluiu,5,Não respondeu,Lagoa Vermelha,RS,,,,,1,,,C,C,A,A,4.0,D,B,D,C,A,B,D,C,B
2916620,2021,19 anos,F,Branca,1,cursando,0,Privada,Porto Alegre,RS,,,,,0,,,F,G,D,E,2.0,O,D,D,B,A,B,C,B,B
2917365,2021,19 anos,F,Branca,1,concluiu,1,Não respondeu,Manaus,AM,,,,,0,,,D,E,D,B,4.0,C,B,C,A,A,B,B,A,B
2917713,2021,Entre 26 e 30 anos,F,Parda,1,concluiu,9,Não respondeu,Imperatriz,MA,,,,,1,,,E,E,F,F,4.0,B,B,D,A,B,B,E,B,B
2917894,2021,19 anos,F,Parda,1,concluiu,1,Não respondeu,Rondonópolis,MT,,,,,1,,,D,E,C,B,4.0,G,B,C,C,C,B,D,A,B
2919035,2021,20 anos,F,Parda,1,concluiu,3,Não respondeu,Riachão do Jacuípe,BA,397.0,,,370.7,1,,,A,E,A,A,4.0,A,A,B,A,A,A,B,A,A
2919752,2021,17 anos,F,Preta,1,cursando,0,Pública,Ouricuri,PE,,,,,1,,,E,E,C,B,2.0,B,B,C,A,A,B,D,B,B
2920154,2021,Menor de 17 anos,F,Parda,1,cursando,0,Pública,Natal,RN,,,,,1,,,B,F,C,B,2.0,B,B,C,A,A,B,C,A,B
2920257,2021,18 anos,F,Preta,1,concluiu,1,Não respondeu,Cruz das Almas,BA,423.3,,,434.2,0,,,C,E,F,B,3.0,B,B,C,A,A,B,C,A,A
2920485,2021,18 anos,F,Branca,1,cursando,0,Pública,Marília,SP,423.7,,,509.2,0,,,E,E,C,B,5.0,F,B,C,C,B,B,E,B,B
2921098,2021,19 anos,M,Parda,1,concluiu,2,Não respondeu,Boca da Mata,AL,,,,,0,,,B,D,A,B,5.0,B,B,D,A,B,B,D,A,B
2923450,2021,17 anos,F,Branca,2,cursando,0,Pública,Ampére,PR,,,,,1,,,E,G,A,D,2.0,G,B,D,B,B,B,D,B,B
2923566,2021,17 anos,F,Preta,1,cursando,0,Privada,Lauro de Freitas,BA,,,,,0,,,G,E,E,D,4.0,P,C,D,B,A,B,E,E,B
2924223,2021,20 anos,M,Parda,1,cursando,0,Pública,Juazeiro,BA,,,,,0,,,G,E,D,B,2.0,D,B,C,A,B,B,C,B,B
2926209,2021,20 anos,M,Parda,1,concluiu,2,Não respondeu,Fortaleza,CE,,,,,1,,,E,G,D,D,3.0,E,B,C,B,B,B,D,B,B
2926235,2021,18 anos,F,Branca,1,concluiu,1,Não respondeu,São Luís,MA,,,,,1,,,H,E,C,A,3.0,B,B,C,A,A,B,D,A,B
2927985,2021,Entre 36 e 40 anos,M,Parda,1,concluiu,15,Não respondeu,Ituiutaba,MG,,,,,0,,,B,B,C,C,3.0,K,C,D,B,B,B,D,B,B
2928335,2021,18 anos,M,Branca,1,cursando,0,Pública,Paraíso do Tocantins,TO,,,,,1,,,G,E,D,D,4.0,B,D,E,A,B,C,B,B,B
2928755,2021,18 anos,M,Não declarado,1,cursando,0,Pública,Brumadinho,MG,,,,,1,,,C,D,B,B,4.0,C,B,D,B,B,B,E,A,B
2931086,2021,19 anos,M,Branca,1,concluiu,1,Não respondeu,Brasília,DF,,,,,1,,,G,G,E,D,3.0,L,B,D,B,A,B,D,C,B
2931556,2021,19 anos,F,Parda,1,concluiu,2,Não respondeu,Santo André,SP,,,,,0,,,C,E,B,B,3.0,E,B,C,A,A,B,C,B,B
2932140,2021,17 anos,M,Branca,1,cursando,0,Não respondeu,Belém,PA,619.2,,,740.3,0,,,E,G,E,E,4.0,P,E,D,C,A,B,E,E,B
2933894,2021,17 anos,M,Preta,3,cursando,0,Privada,Petrópolis,RJ,,,,,0,,,G,F,E,D,4.0,J,C,C,B,A,B,B,A,B
2935494,2021,Menor de 17 anos,F,Preta,1,cursando,0,Não respondeu,Salvador,BA,,,,,0,,,F,G,C,D,4.0,E,B,C,B,A,B,E,B,A
2935936,2021,18 anos,F,Parda,1,concluiu,1,Não respondeu,São João del Rei,MG,,,,,0,,,D,D,D,D,4.0,G,B,C,C,A,B,D,B,B
2936669,2021,Entre 46 e 50 anos,M,Branca,1,concluiu,0,Não respondeu,Bataguassu,MS,,,,,1,,,B,A,A,B,4.0,D,B,C,A,A,B,D,A,B
2937155,2021,Entre 31 e 35 anos,M,Parda,1,concluiu,15,Não respondeu,Salvador,BA,,,,,0,,,E,E,F,B,1.0,H,C,D,B,B,B,B,B,B
2937550,2021,Entre 31 e 35 anos,F,Parda,1,concluiu,12,Não respondeu,São Paulo,SP,,,,,1,,,A,A,A,A,4.0,D,B,B,B,A,B,C,A,A
2938835,2021,18 anos,M,Parda,1,cursando,0,Privada,Rio de Janeiro,RJ,,,,,0,,,E,F,D,D,4.0,H,C,D,A,A,B,E,B,B
2941492,2021,21 anos,F,Branca,1,concluiu,4,Não respondeu,Santo Antônio da Platina,PR,,,,,1,,,E,E,C,B,3.0,G,C,D,B,B,B,A,B,B
2943756,2021,Menor de 17 anos,F,Preta,1,cursando,0,Não respondeu,João Monlevade,MG,,,,,0,,,E,E,B,B,3.0,C,B,D,A,A,B,D,B,B
2944343,2021,22 anos,F,Preta,1,concluiu,4,Não respondeu,Teresina,PI,,,,,1,,,C,E,B,B,4.0,B,B,C,A,A,B,C,A,A
2945702,2021,Entre 41 e 45 anos,M,Branca,1,concluiu,15,Não respondeu,Belo Horizonte,MG,640.7,,,682.1,0,,,E,E,E,D,4.0,C,B,B,A,A,B,C,B,B
2946521,2021,Menor de 17 anos,M,Parda,1,cursando,0,Não respondeu,Aracati,CE,527.2,,,594.0,0,,,G,G,E,E,4.0,E,C,C,B,A,B,E,C,B
2949977,2021,Entre 26 e 30 anos,F,Parda,1,concluiu,9,Não respondeu,São Luís,MA,,,,,1,,,B,E,B,B,4.0,B,B,C,A,B,B,D,A,B
2950334,2021,Menor de 17 anos,M,Branca,2,cursando,0,Não respondeu,Foz do Iguaçu,PR,,,,,0,,,C,D,D,F,4.0,G,C,D,C,B,B,E,B,B
2950803,2021,18 anos,M,Parda,1,concluiu,1,Não respondeu,Maceió,AL,,,,,0,,,C,F,C,D,4.0,F,E,E,C,A,B,E,B,B
2951499,2021,17 anos,F,Parda,1,cursando,0,Pública,Pará de Minas,MG,438.0,,,387.5,0,,,F,F,D,D,3.0,F,C,C,B,A,B,D,A,B
2954137,2021,17 anos,M,Branca,1,cursando,0,Não respondeu,Jacareí,SP,503.6,,,574.9,1,,,F,G,D,D,4.0,H,C,C,B,B,B,E,C,B
2954834,2021,22 anos,F,Branca,1,concluiu,0,Não respondeu,Rio de Janeiro,RJ,,,,,0,,,F,F,F,B,3.0,C,B,C,A,A,C,D,C,B
2955000,2021,18 anos,F,Branca,1,cursando,0,Privada,Teresina,PI,,,,,0,,,E,G,D,E,5.0,L,E,E,C,B,B,E,E,B
2955773,2021,17 anos,F,Preta,1,cursando,0,Pública,Mesquita,RJ,,,,,0,,,E,E,C,D,3.0,D,B,C,A,A,B,D,B,B
2955871,2021,22 anos,F,Branca,1,concluiu,5,Não respondeu,Toledo,PR,,,,,0,,,E,G,E,E,4.0,F,B,E,B,A,B,E,C,B
2956794,2021,18 anos,M,Parda,1,cursando,0,Pública,Chapecó,SC,,,,,0,,,G,G,C,D,5.0,G,B,C,B,B,B,C,B,B
2958502,2021,18 anos,M,Preta,1,cursando,0,Pública,Rio de Janeiro,RJ,,,,,0,,,H,D,F,B,5.0,C,B,D,A,A,B,D,B,B
2958745,2021,Entre 26 e 30 anos,F,Branca,1,concluiu,12,Não respondeu,Paripiranga,BA,,,,,1,,,C,B,A,A,4.0,C,B,D,A,B,B,D,A,A
2958986,2021,Menor de 17 anos,M,Branca,1,cursando,0,Não respondeu,Guanambi,BA,,,,,0,,,F,G,D,D,3.0,E,C,C,B,B,B,D,B,B
2959717,2021,Entre 36 e 40 anos,M,Parda,1,concluiu,0,Não respondeu,Agudos,SP,,,,,1,,,C,B,A,B,4.0,E,B,C,B,A,B,C,B,B
